type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,.winename
white,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,Esporão Verdelho 2017
white,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,Essence Mosel Riesling 2012
white,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,Esteva 2001
white,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,Esteva 2002
white,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,Esteva 2003
white,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5,Esteva 2006
white,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6,Esteva 2008
white,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6,Esteva 2010
white,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6,Estiba I Malbec 2005
white,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,Estopa Reserva 2004
white,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6,Estopa Reserva 2005
white,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,Estopa Vinhas Velhas 2003
white,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,Estremadouro Reserva 2004
white,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,Etc Colheita Seleccionada 2007
white,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,Etchart Privado Torrontés 2010
white,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5,Euphoria 2013
white,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,Euphoria 2015
white,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,Euphoria 2015
white,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6,Evel 2002
white,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,Evel 2003
white,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,Evel Centenário XXI 2011
white,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,Evel Grande Escolha 2003
white,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,Evel Grande Escolha 2004
white,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,Evel Reserva 2008
white,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,Evel Reserva 2011
white,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5,Evel Reserva 2016
white,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,Explicit 2010
white,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,Explicit 2011
white,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,Explicit 2015
white,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,Explicit 2016
white,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7,Fabre Montmayou Gran Reserva Malbec 2005
white,6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,Fabre Montmayou Gran Reserva Malbec & Touriga Nacional 2007
white,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,Fabre Montmayou Gran Reserva Malbec & Touriga Nacional 2009
white,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,Fado 2005
white,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,Fado 2007
white,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,Fado Reserva 2013
white,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5,Fafide Reserva 2009
white,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,Fafide Reserva 2012
white,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,Fafide Reserva 2014
white,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,Fafide Reserva 2015
white,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,Fafide Reserva 2017
white,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,Fagote 2002
white,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,Fagote 2005
white,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,Fagote 2006
white,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,Fagote Grande Reserva Vinhas Velhas 2012
white,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,Fagote Reserva 2008
white,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,Fagote Reserva 2012
white,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,Falcoaria Fernão Pires 2012
white,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,Falcoaria Reserva 2004
white,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,Falua Reserva Unoaked 2015
white,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,Faluhely Pinot Noir 2013
white,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,Famiglia Bianchi Malbec 2006
white,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,Família Mouraz Alexandre Reserva 2014
white,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,Familia Schroeder Malbec 2007
white,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,Familia Schroeder Pinot Noir & Malbec 2005
white,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,Famille Perrin Réserve Côtes du Rhone 2013
white,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,Famille Perrin Réserve Côtes du Rhône 2012
white,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,Faria's Vineyards 2015
white,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,Farizoa 2002
white,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,Farizoa 2003
white,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,Faustino Rivero Ulecia Crianza 2008
white,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,Fedellos do Couto Lomba dos Ares 2015
white,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,Félix Martínez Cepas Viejas Reserva 2011
white,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,Fernando Soares Franco 2001
white,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,Fernando Soares Franco 2004
white,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,Fernando Soares Franco 2005
white,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,Fernando Soares Franco 2007
white,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,Fernando Soares Franco 2011
white,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5,Fernão de Magalhães 2014
white,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,Fernão de Magalhães 2015
white,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,Fernão de Magalhães 2015
white,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,Fernão de Magalhães Reserva 2012
white,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,Ferrer Bobet 2014
white,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,Ferrer Bobet 2015
white,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,Ferrer Bobet Selecció Especial Vinyes Velles 2010
white,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,Ferrer Bobet Vinyes Velles 2010
white,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,Ferrer Bobet Vinyes Velles 2011
white,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,Ferrer Bobet Vinyes Velles 2015
white,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,Ferrugento 2000
white,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,Fetzer Eagle Peak Merlot 2000
white,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,Filipa de Lencastre Alvarinho 2011
white,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,Filipa de Lencastre Alvarinho 2012
white,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,Filoco 2009
white,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,Finca Flichman Chardonnay Oak Aged 2005
white,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,Finca Flichman Dedicado 2004
white,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,Finca Flichman Dedicado 2008
white,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,Finca Flichman Dedicado 2010
white,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,Finca Flichman Malbec 2005
white,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,Finca Flichman Misterio Shiraz 2006
white,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,Finca Flichman Reserva Malbec Oak Aged 2005
white,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6,Finca Flichman Shiraz Oak Aged 2005
white,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,Finca Garabelos Albariño 2016
white,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,Finca Las Nubes Cabernet y Malbec 2006
white,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,Finca Montico Verdejo 2013
white,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,Finca Resalso 2017
white,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,Finca Roja Merlot y Pinot Noir 2005
white,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,Finca Sandoval 2008
white,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,Finca Viladellops Xarello XXX 2012
white,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5,Fita Preta 2010
white,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,Fita Preta 2015
white,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,Fita Preta 2016
white,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,Fiúza Alvarinho 2013
white,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,Fiúza Cabernet Sauvignon 2001
white,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,Fiúza Cabernet Sauvignon 2004
white,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,Fiúza Cabernet Sauvignon & Touriga Nacional 2014
white,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,Fiúza Chardonnay 2007
white,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,Fiúza Chardonnay 2010
white,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,Fiúza Chardonnay 2012
white,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,Fiúza Chardonnay 2013
white,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,Fiúza Chardonnay 2014
white,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,Fiúza Merlot 2002
white,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,Fiúza Premium 2003
white,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,Fiúza Premium Chardonnay & Alvarinho 2011
white,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,Fiúza Premium Chardonnay & Fernão Pires 2010
white,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,Fiúza Premium Sauvignon Blanc 2014
white,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,Fiúza Premium Touriga Nacional & Cabernet Sauvignon 2007
white,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,Fiúza Premium Touriga Nacional & Cabernet Sauvignon 2008
white,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,Fiúza Rosé 2005
white,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,Fiúza Sauvignon 2009
white,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,Fiúza Sauvignon 2010
white,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,Fiúza Sauvignon 2011
white,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,Fiúza Sauvignon Blanc 2014
white,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,Fiúza Touriga Nacional & Cabernet Sauvignon 2009
white,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,Fiúza Três Castas 2002
white,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,Fiúza Três Castas 2004
white,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,Fiúza Três Castas 2005
white,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,Fiúza Três Castas 2008
white,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,Fiúza Três Castas 2010
white,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,Fiúza Três Castas 2010
white,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,Fiúza Três Castas 2011
white,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5,Fiúza Três Castas 2013
white,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,Fiúza Três Castas 2014
white,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,Flechas de Los Andes Gran Malbec 2010
white,10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,Flor das Tecedeiras 2008
white,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,Flor das Tecedeiras 2010
white,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,Flor de Crasto 2009
white,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,Flor de Nelas Reserva 2008
white,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,Flor de Vetus 2016
white,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,Flor de Viseu Selection 2012
white,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,Flor de Viseu Tradition 2009
white,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,Flor do Côa Grande Reserva 2014
white,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,Flor do Tua Grande Reserva 2011
white,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,Flor do Tua Moscatel Galego Branco 2014
white,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,Flor do Tua Moscatel Galego Branco 2016
white,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,Flor do Tua Reserva 2012
white,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,Flor d'Penalva Encruzado 2014
white,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,Flor d'Penalva Malvasia-Fina 2014
white,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,Flor d'Penalva Reserva 2013
white,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,FLP 2005
white,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,Folha do Meio Reserva 2012
white,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,Fond de Cave Reserva Malbec 2004
white,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,Fontanário de Pegões 2003
white,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,Fonte da Serrana Antão Vaz & Arinto 2012
white,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,Fonte do Nico Light 2009
white,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,Fonte do Nico Light 2009
white,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,Fontes Velhas Escolha 2003
white,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,Foral 2000
white,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,Foral 2005
white,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,Foral D. Henrique 2004
white,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,Foral de Évora 2003
white,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,Foral de Évora 2007
white,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,Foral de Évora 2009
white,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,Foral de Melgaço Alvarinho 2013
white,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,Foral de Montemor Reserva 2007
white,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,Foral de Montemor Reserva 2008
white,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,Foral de Portimão 2014
white,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,Foral de Portimão 2016
white,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,Foral de Portimão Arinto & Viognier 2012
white,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5,Foral de Portimão Petit Verdot 2008
white,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,Foral de Portimão Syrah & Touriga Nacional 2012
white,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,Foral Grande Escolha 2000
white,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,Forestière Réserve Pinot Noir 2006
white,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,Fosco 2006
white,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,Fosco 2007
white,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,Fóssil 2012
white,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,FP Bical & Arinto 2010
white,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,Fraga Alta 2004
white,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,Fraga da Galhofa 2011
white,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,Framingham Classic Riesling 2008
white,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,Framingham Sauvignon Blanc 2009
white,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5,Framingham Sauvignon Blanc 2011
white,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,Framingham Sauvignon Blanc 2012
white,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,Framingham Sauvignon Blanc 2013
white,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,Francis Coppola Diamond Collection Gold Label Chardonnay 2016
white,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,Francis Ford Coppola Diamond Red Label Zinfandel 2015
white,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,Francisco Nunes Garcia Reserva 2001
white,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,Francisco Nunes Garcia Reserva 2002
white,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,Francisco Nunes Garcia Reserva 2005
white,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,Frei Gigante 2011
white,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,Frei Gigante 2014
white,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,Frei Gigante 2016
white,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,Frei Gigante Superior 2015
white,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,Frei João 2001
white,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,Frei João Reserva 2009
white,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,Frei João Reserva 2011
white,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,Frontaria 2008
white,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,Fronteira 2010
white,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,Fronteira Grande Reserva 2015
white,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,Fronteira Selecção do Enólogo 2003
white,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,Frontera Chardonnay 2007
white,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,Frontera Sauvignon Blanc 2007
white,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,Fulgor 2011
white,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,Fusão 2008
white,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,Gadiva Reserva 2007
white,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,Gaião 2004
white,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,Gaião 2014
white,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,Gaivosa Primeiros Anos 2008
white,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,Gaivosa Primeiros Anos 2009
white,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3,Galeria Pinot Noir 2001
white,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,Gambozinos Reserva 2003
white,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5,Gatão 2005
white,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,Gavinha Reserva 2001
white,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,GC08 2009
white,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,Gérard Bertrand Cigalus 2009
white,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,Gérard Bertrand Cigalus 2010
white,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,Gérard Bertrand Grand Terroir Tautavel 2008
white,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,Gérard Bertrand Le Viala 2008
white,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,Geyser Peak Chardonnay 2016
white,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,Geyser Peak Sauvignon Blanc 2015
white,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,Glen Carlou Chardonnay 2009
white,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5,Glen Carlou Chardonnay 2016
white,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,Glen Carlou Gravel Quarry Cabernet Sauvignon 2005
white,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,Glen Carlou Pinot Noir 2006
white,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,Glen Carlou Quartz Stone Single Vineyard Chardonnay 2008
white,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,Glen Carlou Quartz Stone Single Vineyard Chardonnay 2016
white,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,Glen Carlou Reserve Chardonnay 2004
white,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,Glen Carlou Syrah 2005
white,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,Globus 2003
white,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,Glória Colheita Seleccionada 2003
white,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,Gloria Reynolds 2005
white,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,GmbH Eiswein 2005
white,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,Gnarly Head Old Vines Zinfandel 2006
white,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,Göhring Classic Riesling 2008
